id_distributor,id_cabang,id_invoice,tanggal,id_customer,id_barang,jumlah_barang,unit,harga,mata_uang,brand_id,lini
TA,CAB02,IN6006,2022-02-12,CUST55554,BRG0005,5,DUS,5648.3,IDR,BRND005,SLCYL
EPM,CAB03,IN6147,2022-02-13,CUST55555,BRG0006,4,DUS,2819.2,IDR,BRND006,OGB & PH
TD,CAB01,IN6129,2022-02-14,CUST55556,BRG0001,8,DUS,4592.1,IDR,BRND007,ETIKAL
TA,CAB01,IN5986,2022-02-15,CUST55557,BRG0002,9,DUS,3991.9,IDR,BRND008,MARCKS
EPM,CAB02,IN6026,2022-02-16,CUST55558,BRG0003,21,DUS,5780.7,IDR,BRND009,VNS
TD,CAB03,IN6224,2022-02-17,CUST55559,BRG0004,22,DUS,6940.3,IDR,BRND010,SLCYL
TA,CAB04,IN6087,2022-02-18,CUST55560,BRG0001,12,DUS,1169.91,IDR,BRND001,OGB & PH
EPM,CAB05,IN6096,2022-02-19,CUST55561,BRG0002,25,DUS,2337.5,IDR,BRND002,ETIKAL
TD,CAB06,IN6034,2022-02-20,CUST55562,BRG0003,14,DUS,10690.6,IDR,BRND003,MARCKS
TD,CAB07,IN6231,2022-02-21,CUST55563,BRG0004,24,DUS,8700.7,IDR,BRND004,VNS
TA,CAB08,IN6260,2022-02-22,CUST55564,BRG0005,10,DUS,5648.3,IDR,BRND005,SLCYL
EPM,CAB09,IN6302,2022-02-23,CUST55565,BRG0006,120,DUS,2819.2,IDR,BRND006,OGB & PH
TD,CAB10,IN6061,2022-02-24,CUST55566,BRG0007,12,DUS,4592.1,IDR,BRND007,ETIKAL
TA,CAB01,IN6011,2022-02-25,CUST55567,BRG0008,10,DUS,3991.9,IDR,BRND008,MARCKS
EPM,CAB01,IN6275,2022-02-26,CUST55568,BRG0009,67,DUS,5780.7,IDR,BRND009,VNS
TD,CAB02,IN6114,2022-02-27,CUST55569,BRG0010,98,DUS,6940.3,IDR,BRND010,SLCYL
TD,CAB03,IN6041,2022-02-28,CUST55570,BRG0001,5,DUS,1169.91,IDR,BRND001,OGB & PH
TA,CAB01,IN6069,2022-03-01,CUST55571,BRG0002,4,DUS,2337.5,IDR,BRND002,ETIKAL
EPM,CAB01,IN6239,2022-03-02,CUST55572,BRG0003,8,DUS,10690.6,IDR,BRND003,MARCKS
TD,CAB02,IN6137,2022-03-03,CUST55573,BRG0004,9,DUS,8700.7,IDR,BRND004,VNS
TA,CAB03,IN6189,2022-03-04,CUST55574,BRG0005,1,DUS,5648.3,IDR,BRND005,SLCYL
EPM,CAB04,IN6229,2022-03-05,CUST55575,BRG0006,5,DUS,2819.2,IDR,BRND006,OGB & PH
TD,CAB05,IN6110,2022-03-06,CUST55576,BRG0007,9,DUS,4592.1,IDR,BRND007,ETIKAL
TA,CAB06,IN6182,2022-03-07,CUST55577,BRG0008,13,DUS,3991.9,IDR,BRND008,MARCKS
EPM,CAB07,IN6164,2022-03-08,CUST55578,BRG0009,1,DUS,5780.7,IDR,BRND009,VNS
TD,CAB08,IN6016,2022-03-09,CUST55579,BRG0010,5,DUS,6940.3,IDR,BRND010,SLCYL
TD,CAB09,IN6043,2022-03-10,CUST55580,BRG0001,9,DUS,1169.91,IDR,BRND001,OGB & PH
TA,CAB10,IN6020,2022-03-11,CUST55581,BRG0002,1,DUS,2337.5,IDR,BRND002,ETIKAL
EPM,CAB01,IN6206,2022-03-12,CUST55582,BRG0003,23,DUS,10690.6,IDR,BRND003,MARCKS
TD,CAB01,IN6055,2022-03-13,CUST55583,BRG0004,4,DUS,8700.7,IDR,BRND004,VNS
TA,CAB02,IN6092,2022-03-14,CUST55584,BRG0005,2,DUS,5648.3,IDR,BRND005,SLCYL
EPM,CAB03,IN6177,2022-03-15,CUST55585,BRG0006,17,DUS,2819.2,IDR,BRND006,OGB & PH
TD,CAB01,IN6209,2022-03-16,CUST55586,BRG0001,11,DUS,4592.1,IDR,BRND007,ETIKAL
TA,CAB01,IN6250,2022-03-17,CUST55587,BRG0002,12,DUS,3991.9,IDR,BRND008,MARCKS
EPM,CAB02,IN6193,2022-03-18,CUST55588,BRG0003,12,DUS,5780.7,IDR,BRND009,VNS
TD,CAB03,IN6081,2022-03-19,CUST55589,BRG0004,25,DUS,6940.3,IDR,BRND010,SLCYL
TD,CAB04,IN6149,2022-03-20,CUST55590,BRG0001,14,DUS,1169.91,IDR,BRND001,OGB & PH
TA,CAB05,IN6014,2022-03-21,CUST55591,BRG0002,34,DUS,2337.5,IDR,BRND002,ETIKAL
EPM,CAB06,IN6290,2022-03-22,CUST55592,BRG0003,67,DUS,10690.6,IDR,BRND003,MARCKS
TD,CAB07,IN6051,2022-03-23,CUST55593,BRG0004,15,DUS,8700.7,IDR,BRND004,VNS
TA,CAB08,IN6076,2022-03-24,CUST55594,BRG0005,12,DUS,5648.3,IDR,BRND005,SLCYL
EPM,CAB09,IN6140,2022-03-25,CUST55595,BRG0006,25,DUS,2819.2,IDR,BRND006,OGB & PH
TD,CAB10,IN6080,2022-03-26,CUST55596,BRG0007,14,DUS,4592.1,IDR,BRND007,ETIKAL
TD,CAB01,IN6153,2022-03-27,CUST55597,BRG0008,18,DUS,3991.9,IDR,BRND008,MARCKS
TA,CAB01,IN5979,2022-03-28,CUST55598,BRG0009,18,DUS,5780.7,IDR,BRND009,VNS
EPM,CAB02,IN6098,2022-03-29,CUST55599,BRG0010,19,DUS,6940.3,IDR,BRND010,SLCYL
TD,CAB03,IN6078,2022-03-30,CUST55600,BRG0001,12,DUS,1169.91,IDR,BRND001,OGB & PH
TA,CAB01,IN6085,2022-03-31,CUST55601,BRG0002,25,DUS,2337.5,IDR,BRND002,ETIKAL
EPM,CAB01,IN6018,2022-04-01,CUST55602,BRG0003,14,DUS,10690.6,IDR,BRND003,MARCKS
TD,CAB02,IN6001,2022-04-02,CUST55603,BRG0004,21,DUS,8700.7,IDR,BRND004,VNS
TA,CAB03,IN6271,2022-04-03,CUST55604,BRG0005,22,DUS,5648.3,IDR,BRND005,SLCYL
EPM,CAB04,IN6207,2022-04-04,CUST55605,BRG0006,12,DUS,2819.2,IDR,BRND006,OGB & PH
TD,CAB05,IN6187,2022-04-05,CUST55606,BRG0007,25,DUS,4592.1,IDR,BRND007,ETIKAL
TD,CAB06,IN5995,2022-04-06,CUST55607,BRG0008,14,DUS,3991.9,IDR,BRND008,MARCKS
TA,CAB07,IN6156,2022-04-07,CUST55608,BRG0009,24,DUS,5780.7,IDR,BRND009,VNS
EPM,CAB08,IN6232,2022-04-08,CUST55609,BRG0010,10,DUS,6940.3,IDR,BRND010,SLCYL
TD,CAB09,IN5998,2022-04-09,CUST55610,BRG0001,23,DUS,1169.91,IDR,BRND001,OGB & PH
TA,CAB10,IN6227,2022-04-10,CUST55611,BRG0002,12,DUS,2337.5,IDR,BRND002,ETIKAL
EPM,CAB01,IN6027,2022-04-11,CUST55612,BRG0003,10,DUS,10690.6,IDR,BRND003,MARCKS
TD,CAB01,IN6157,2022-04-12,CUST55613,BRG0004,67,DUS,8700.7,IDR,BRND004,VNS
TA,CAB02,IN6180,2022-04-13,CUST55614,BRG0005,98,DUS,5648.3,IDR,BRND005,SLCYL
EPM,CAB03,IN6257,2022-04-14,CUST55615,BRG0006,5,DUS,2819.2,IDR,BRND006,OGB & PH
TD,CAB01,IN6031,2022-04-15,CUST55616,BRG0001,4,DUS,4592.1,IDR,BRND007,ETIKAL
TD,CAB01,IN6082,2022-04-16,CUST55617,BRG0002,8,DUS,3991.9,IDR,BRND008,MARCKS
TA,CAB02,IN6174,2022-04-17,CUST55618,BRG0003,9,DUS,5780.7,IDR,BRND009,VNS
EPM,CAB03,IN6237,2022-04-18,CUST55619,BRG0004,10,DUS,6940.3,IDR,BRND010,SLCYL
TD,CAB04,IN6021,2022-04-19,CUST55620,BRG0001,7,DUS,1169.91,IDR,BRND001,OGB & PH
TA,CAB05,IN6056,2022-04-20,CUST55621,BRG0002,100,DUS,2337.5,IDR,BRND002,ETIKAL
EPM,CAB06,IN5983,2022-04-21,CUST55622,BRG0003,67,DUS,10690.6,IDR,BRND003,MARCKS
TD,CAB07,IN6139,2022-04-22,CUST55623,BRG0004,78,DUS,8700.7,IDR,BRND004,VNS
TD,CAB08,IN6126,2022-04-23,CUST55624,BRG0005,45,DUS,5648.3,IDR,BRND005,SLCYL
TA,CAB09,IN6127,2022-04-24,CUST55625,BRG0006,34,DUS,2819.2,IDR,BRND006,OGB & PH
EPM,CAB10,IN6035,2022-04-25,CUST55626,BRG0007,20,DUS,4592.1,IDR,BRND007,ETIKAL
TD,CAB01,IN6309,2022-04-26,CUST55627,BRG0008,45,DUS,3991.9,IDR,BRND008,MARCKS
TA,CAB01,IN6073,2022-04-27,CUST55628,BRG0009,34,DUS,5780.7,IDR,BRND009,VNS
EPM,CAB02,IN6277,2022-04-28,CUST55629,BRG0010,34,DUS,6940.3,IDR,BRND010,SLCYL
TD,CAB03,IN6197,2022-04-29,CUST55630,BRG0001,34,DUS,1169.91,IDR,BRND001,OGB & PH
TA,CAB01,IN6225,2022-04-30,CUST55631,BRG0002,44,DUS,2337.5,IDR,BRND002,ETIKAL
EPM,CAB01,IN5999,2022-05-01,CUST55632,BRG0003,5,DUS,10690.6,IDR,BRND003,MARCKS
TD,CAB02,IN6223,2022-05-02,CUST55633,BRG0004,6,DUS,8700.7,IDR,BRND004,VNS
TD,CAB03,IN6273,2022-05-03,CUST55634,BRG0005,79,DUS,5648.3,IDR,BRND005,SLCYL
TA,CAB04,IN6047,2022-04-26,CUST55635,BRG0006,12,DUS,2819.2,IDR,BRND006,OGB & PH
EPM,CAB05,IN6071,2022-04-27,CUST55636,BRG0007,95,DUS,4592.1,IDR,BRND007,ETIKAL
TD,CAB06,IN6009,2022-04-28,CUST55637,BRG0008,76,DUS,3991.9,IDR,BRND008,MARCKS
TA,CAB07,IN6075,2022-04-16,CUST55638,BRG0009,48,DUS,5780.7,IDR,BRND009,VNS
EPM,CAB08,IN6218,2022-04-17,CUST55639,BRG0010,21,DUS,6940.3,IDR,BRND010,SLCYL
TD,CAB09,IN5985,2022-04-18,CUST55640,BRG0001,22,DUS,1169.91,IDR,BRND001,OGB & PH
TA,CAB10,IN6154,2022-04-19,CUST55641,BRG0002,12,DUS,2337.5,IDR,BRND002,ETIKAL
EPM,CAB01,IN6145,2022-04-20,CUST55642,BRG0003,25,DUS,10690.6,IDR,BRND003,MARCKS
TD,CAB01,IN6315,2022-04-21,CUST55643,BRG0004,14,DUS,8700.7,IDR,BRND004,VNS
TD,CAB02,IN6168,2022-05-13,CUST55644,BRG0005,24,DUS,5648.3,IDR,BRND005,SLCYL
TA,CAB03,IN6192,2022-05-14,CUST55645,BRG0006,10,DUS,2819.2,IDR,BRND006,OGB & PH
EPM,CAB01,IN6285,2022-05-15,CUST55646,BRG0001,130,DUS,4592.1,IDR,BRND007,ETIKAL
TD,CAB01,IN6077,2022-05-16,CUST55647,BRG0002,12,DUS,3991.9,IDR,BRND008,MARCKS
TA,CAB02,IN6057,2022-05-17,CUST55648,BRG0003,10,DUS,5780.7,IDR,BRND009,VNS
EPM,CAB03,IN6252,2022-05-18,CUST55649,BRG0004,67,DUS,6940.3,IDR,BRND010,SLCYL
TD,CAB04,IN6272,2022-05-19,CUST55650,BRG0001,98,DUS,1169.91,IDR,BRND001,OGB & PH
TD,CAB05,IN6150,2022-05-20,CUST55651,BRG0002,5,DUS,2337.5,IDR,BRND002,ETIKAL
TA,CAB06,IN6298,2022-05-21,CUST55652,BRG0003,4,DUS,10690.6,IDR,BRND003,MARCKS
EPM,CAB07,IN6295,2022-05-22,CUST55653,BRG0004,8,DUS,8700.7,IDR,BRND004,VNS
TD,CAB08,IN6022,2022-05-23,CUST55654,BRG0005,9,DUS,5648.3,IDR,BRND005,SLCYL
TA,CAB09,IN6090,2022-05-24,CUST55655,BRG0006,21,DUS,2819.2,IDR,BRND006,OGB & PH
EPM,CAB10,IN5996,2022-05-25,CUST55656,BRG0007,22,DUS,4592.1,IDR,BRND007,ETIKAL
TD,CAB01,IN6111,2022-05-26,CUST55657,BRG0008,12,DUS,3991.9,IDR,BRND008,MARCKS
TA,CAB01,IN6194,2022-04-18,CUST55658,BRG0009,25,DUS,5780.7,IDR,BRND009,VNS
EPM,CAB02,IN5987,2022-04-19,CUST55659,BRG0010,14,DUS,6940.3,IDR,BRND010,SLCYL
TD,CAB03,IN6313,2022-04-20,CUST55660,BRG0001,24,DUS,1169.91,IDR,BRND001,OGB & PH
TD,CAB01,IN6138,2022-04-18,CUST55661,BRG0002,10,DUS,2337.5,IDR,BRND002,ETIKAL
TA,CAB01,IN6316,2022-04-19,CUST55662,BRG0003,120,DUS,10690.6,IDR,BRND003,MARCKS
EPM,CAB02,IN6019,2022-04-20,CUST55663,BRG0004,12,DUS,8700.7,IDR,BRND004,VNS
TD,CAB03,IN6283,2022-05-19,CUST55664,BRG0005,10,DUS,5648.3,IDR,BRND005,SLCYL
TA,CAB04,IN6169,2022-05-20,CUST55665,BRG0006,67,DUS,2819.2,IDR,BRND006,OGB & PH
EPM,CAB05,IN6121,2022-05-21,CUST55666,BRG0007,98,DUS,4592.1,IDR,BRND007,ETIKAL
TD,CAB06,IN6117,2022-05-22,CUST55667,BRG0008,5,DUS,3991.9,IDR,BRND008,MARCKS
TA,CAB07,IN6201,2022-05-23,CUST55668,BRG0009,4,DUS,5780.7,IDR,BRND009,VNS
EPM,CAB08,IN6179,2022-05-24,CUST55669,BRG0010,8,DUS,6940.3,IDR,BRND010,SLCYL
TD,CAB09,IN5978,2022-05-25,CUST55670,BRG0001,9,DUS,1169.91,IDR,BRND001,OGB & PH
TD,CAB10,IN5993,2022-05-26,CUST55671,BRG0002,1,DUS,2337.5,IDR,BRND002,ETIKAL
TA,CAB01,IN6160,2022-05-27,CUST55672,BRG0003,5,DUS,10690.6,IDR,BRND003,MARCKS
EPM,CAB01,IN6282,2022-05-28,CUST55673,BRG0004,9,DUS,8700.7,IDR,BRND004,VNS
TD,CAB02,IN6093,2022-05-29,CUST55674,BRG0005,13,DUS,5648.3,IDR,BRND005,SLCYL
TA,CAB03,IN6166,2022-05-30,CUST55675,BRG0006,1,DUS,2819.2,IDR,BRND006,OGB & PH
EPM,CAB01,IN6010,2022-05-31,CUST55676,BRG0001,5,DUS,4592.1,IDR,BRND007,ETIKAL
TD,CAB01,IN6100,2022-06-01,CUST55677,BRG0002,9,DUS,3991.9,IDR,BRND008,MARCKS
TD,CAB02,IN6222,2022-06-02,CUST55678,BRG0003,1,DUS,5780.7,IDR,BRND009,VNS
TA,CAB03,IN6032,2022-06-03,CUST55679,BRG0004,23,DUS,6940.3,IDR,BRND010,SLCYL
EPM,CAB04,IN6198,2022-06-04,CUST55680,BRG0001,4,DUS,1169.91,IDR,BRND001,OGB & PH
TD,CAB05,IN6212,2022-06-05,CUST55681,BRG0002,2,DUS,2337.5,IDR,BRND002,ETIKAL
TA,CAB06,IN6288,2022-06-06,CUST55682,BRG0003,17,DUS,10690.6,IDR,BRND003,MARCKS
EPM,CAB07,IN6059,2022-06-07,CUST55683,BRG0004,11,DUS,8700.7,IDR,BRND004,VNS
TD,CAB08,IN6236,2022-06-08,CUST55684,BRG0005,12,DUS,5648.3,IDR,BRND005,SLCYL
TA,CAB09,IN6296,2022-06-09,CUST55685,BRG0006,12,DUS,2819.2,IDR,BRND006,OGB & PH
EPM,CAB10,IN6324,2022-06-10,CUST55686,BRG0007,25,DUS,4592.1,IDR,BRND007,ETIKAL
TD,CAB01,IN6091,2022-06-11,CUST55687,BRG0008,14,DUS,3991.9,IDR,BRND008,MARCKS
TD,CAB01,IN6033,2022-06-12,CUST55688,BRG0009,34,DUS,5780.7,IDR,BRND009,VNS
TA,CAB02,IN6159,2022-06-13,CUST55689,BRG0010,67,DUS,6940.3,IDR,BRND010,SLCYL
EPM,CAB03,IN6264,2022-06-14,CUST55690,BRG0001,15,DUS,1169.91,IDR,BRND001,OGB & PH
TD,CAB01,IN6046,2022-06-15,CUST55691,BRG0002,12,DUS,2337.5,IDR,BRND002,ETIKAL
TA,CAB01,IN6268,2022-06-16,CUST55692,BRG0003,25,DUS,10690.6,IDR,BRND003,MARCKS
EPM,CAB02,IN6310,2022-04-30,CUST55693,BRG0004,14,DUS,8700.7,IDR,BRND004,VNS
TD,CAB03,IN6044,2022-05-01,CUST55694,BRG0005,18,DUS,5648.3,IDR,BRND005,SLCYL
TA,CAB04,IN6178,2022-05-02,CUST55695,BRG0006,18,DUS,2819.2,IDR,BRND006,OGB & PH
EPM,CAB05,IN6270,2022-05-03,CUST55696,BRG0007,19,DUS,4592.1,IDR,BRND007,ETIKAL
TD,CAB06,IN6123,2022-06-16,CUST55697,BRG0008,12,DUS,3991.9,IDR,BRND008,MARCKS
TD,CAB07,IN6265,2022-04-30,CUST55698,BRG0009,25,DUS,5780.7,IDR,BRND009,VNS
TA,CAB08,IN6158,2022-05-01,CUST55699,BRG0010,14,DUS,6940.3,IDR,BRND010,SLCYL
EPM,CAB09,IN6105,2022-05-02,CUST55700,BRG0001,21,DUS,1169.91,IDR,BRND001,OGB & PH
TD,CAB10,IN6213,2022-05-03,CUST55701,BRG0002,22,DUS,2337.5,IDR,BRND002,ETIKAL
TA,CAB01,IN6109,2022-06-16,CUST55702,BRG0003,12,DUS,10690.6,IDR,BRND003,MARCKS
EPM,CAB01,IN6249,2022-04-30,CUST55703,BRG0004,25,DUS,8700.7,IDR,BRND004,VNS
TD,CAB02,IN6067,2022-05-01,CUST55704,BRG0005,14,DUS,5648.3,IDR,BRND005,SLCYL
TD,CAB03,IN6143,2022-05-02,CUST55705,BRG0006,24,DUS,2819.2,IDR,BRND006,OGB & PH
TA,CAB01,IN5990,2022-05-03,CUST55706,BRG0001,10,DUS,4592.1,IDR,BRND007,ETIKAL
EPM,CAB01,IN5992,2022-06-16,CUST55707,BRG0002,23,DUS,3991.9,IDR,BRND008,MARCKS
TD,CAB02,IN6132,2022-04-30,CUST55708,BRG0003,12,DUS,5780.7,IDR,BRND009,VNS
TA,CAB03,IN6030,2022-05-01,CUST55709,BRG0004,10,DUS,6940.3,IDR,BRND010,SLCYL
EPM,CAB04,IN6094,2022-05-02,CUST55710,BRG0001,67,DUS,1169.91,IDR,BRND001,OGB & PH
TD,CAB05,IN6294,2022-05-03,CUST55711,BRG0002,98,DUS,2337.5,IDR,BRND002,ETIKAL
TA,CAB06,IN6012,2022-06-16,CUST55712,BRG0003,5,DUS,10690.6,IDR,BRND003,MARCKS
EPM,CAB07,IN6106,2022-04-30,CUST55713,BRG0004,4,DUS,8700.7,IDR,BRND004,VNS
TD,CAB08,IN5984,2022-05-01,CUST55714,BRG0005,8,DUS,5648.3,IDR,BRND005,SLCYL
TD,CAB09,IN6007,2022-05-02,CUST55715,BRG0006,9,DUS,2819.2,IDR,BRND006,OGB & PH
TA,CAB10,IN6115,2022-05-03,CUST55716,BRG0007,10,DUS,4592.1,IDR,BRND007,ETIKAL
EPM,CAB01,IN6000,2022-06-16,CUST55717,BRG0008,7,DUS,3991.9,IDR,BRND008,MARCKS
TD,CAB01,IN6097,2022-04-30,CUST55718,BRG0009,100,DUS,5780.7,IDR,BRND009,VNS
TA,CAB02,IN5989,2022-05-01,CUST55719,BRG0010,67,DUS,6940.3,IDR,BRND010,SLCYL
EPM,CAB03,IN6151,2022-05-02,CUST55720,BRG0001,78,DUS,1169.91,IDR,BRND001,OGB & PH
TD,CAB01,IN6037,2022-05-03,CUST55721,BRG0002,45,DUS,2337.5,IDR,BRND002,ETIKAL
TA,CAB01,IN6165,2022-06-16,CUST55722,BRG0003,34,DUS,10690.6,IDR,BRND003,MARCKS
EPM,CAB02,IN6101,2022-04-30,CUST55723,BRG0004,20,DUS,8700.7,IDR,BRND004,VNS
TD,CAB03,IN6142,2022-05-01,CUST55724,BRG0005,45,DUS,5648.3,IDR,BRND005,SLCYL
TD,CAB04,IN6312,2022-05-02,CUST55725,BRG0006,34,DUS,2819.2,IDR,BRND006,OGB & PH
TA,CAB05,IN6112,2022-05-03,CUST55726,BRG0007,34,DUS,4592.1,IDR,BRND007,ETIKAL
EPM,CAB06,IN6204,2022-06-16,CUST55727,BRG0008,34,DUS,3991.9,IDR,BRND008,MARCKS
TD,CAB07,IN6304,2022-04-30,CUST55728,BRG0009,44,DUS,5780.7,IDR,BRND009,VNS
TA,CAB08,IN6004,2022-05-01,CUST55729,BRG0010,5,DUS,6940.3,IDR,BRND010,SLCYL
